permutation,tpg_mse_reduction_3p6,tpg_mse_reduction_4p5
202,0.01764172947812126,0.012673699354871226
203,-0.017817635317001312,-0.030006597987465966
204,0.01738606228282613,0.004393352062661227
205,-0.0053040485795984305,-0.013107814570967657
206,0.029924718491136815,0.011726238937232236
207,0.029950382005729692,0.044019415026820774
208,-0.06598185763219788,-0.06207418555213251
209,-0.010490062209072892,-0.003339602420953214
210,-0.02967517036117817,-0.018088385246340488
211,-0.039522797133778376,-0.0190166488244502
212,-0.01818833375471729,-0.033597347877713735
213,-0.003124468323635332,-0.009315386242364387
214,-0.019095762666312188,0.008425578974747716
215,-0.04450500179943939,-0.06072665970671931
216,-0.011557782476957157,-0.024937119563899213
217,-0.036638223134896286,-0.016770289848359266
218,-0.016390992502548274,-0.012168496828187103
219,-0.019364165907836295,0.014325878751004273
220,-0.0383098082012282,-0.026382457503607792
221,-0.0026439844567103243,-0.06299931601199005
222,-0.009275284256821337,-0.014358918831243073
223,-0.014319978524586996,-0.011733621317105647
224,0.002136385664376239,-0.02465325558438136
225,-0.0011993717160545536,0.014363984925408468
226,-0.008313403720786039,-0.010351478901057809
227,-0.009808592820173767,-0.021958705346704965
228,-0.0003488509877179746,-0.011985745734291342
229,0.012896512573255803,0.021940385579849397
230,0.003523618689216579,0.02213476790028651
231,-0.023107361671182547,-0.03299767424587319
232,-0.002403623496000762,0.0027595858358625547
233,-0.0011707640296027,-0.05237438422265828
234,0.005950881868329483,0.02933005907104158
235,-0.03457337774216929,-0.031072760777039576
236,-0.01983703219875499,-0.011675538884188263
237,-0.016464779518744255,-0.011782888368978228
238,-0.05783808642780297,-0.01612466169954152
239,-0.003090974070728114,-0.02120729331650517
240,-0.05931851575085778,-0.08870773652419095
241,-0.002906158284572302,-0.0002403263925747634
242,0.059509601661518974,0.01471482708304217
243,-0.024303198015407923,-0.03013753826642085
244,-0.023508254806746898,-0.023739094427162044
245,-0.030427008905671293,-0.019048868675554664
246,-0.010438712263476702,-0.013518513651134989
247,-0.037921379280663525,-0.030774281162999517
248,0.03061484702935241,-0.005443070550136264
249,-0.02016227259317427,-0.023896594070518917
250,0.0055382225487328185,-0.011161051263724464
251,0.030232270649034165,0.005710011254090652
252,-0.03965238430941731,-0.05540150530660004
253,-0.002239262103619688,-0.0008858484682721102
254,-0.018506614321014414,-0.017238091160202362
255,-0.012652109208583506,-0.014822027767753654
256,0.0020708389805468297,-0.004172907263340964
257,-0.0067345723020662,-0.0049482149633686134
258,0.002264041546241491,0.0013369957612549
259,-0.044244526949069884,-0.01926877486697387
260,0.004442754157344964,0.0016920630764321043
261,-0.0001005523844800349,-0.014242789709726145
262,0.01232819057313006,0.005962008546355313
263,-0.014136743800953866,-0.01336599853614795
264,-0.008260697336501366,-0.0032387114095373537
265,0.004956494848717186,0.012818483930083335
266,-0.035078366897111635,-0.03682015007950912
267,-0.011653259437281793,0.006538706234184843
268,0.011002841254902085,0.008425708720224412
269,-0.01361555528753522,-0.0017785278728532639
270,-0.018383315865326932,-0.021484823000682995
271,-0.01976058226208177,-0.0246135241583193
272,-0.009383344604884103,-0.002917392883076464
273,-0.032956571822645775,-0.048654070373138625
274,-0.03841258917406343,-0.021421249529785302
275,0.029148423060435524,-0.020829808864123667
276,-0.007265347857729587,-0.0049669840541430865
277,0.020114434156605965,-0.022320005790311903
278,-0.02945968823279488,-0.09495999421755541
279,-0.009450890107528642,-0.010837266568585857
280,-0.0017260555368239228,-0.021315000986911525
281,0.012193984375855171,-0.03340182580441864
282,-0.013830475845948653,-0.00875621573524843
283,-0.030681759280385523,-0.01295991460683632
284,-0.010230961217356893,-0.00016647407078207443
285,0.025105151897329536,0.058465611137306195
286,-0.004488284503015194,-0.002593747572979699
287,-0.031228754403597958,-0.020237681148891018
288,-0.00505616254754937,-0.01204620571019177
289,-0.012654833797571485,-0.013451783623094293
290,0.027358431209027034,0.026033958647880162
291,-0.004230602084866253,-0.02600730867854195
292,-0.00466736172032145,-0.013480870945138057
293,-0.047061203739254154,-0.02791132658817863
294,-0.016537287480924423,-0.010075939362791608
295,-0.016214851085899262,-0.04779225608379667
296,-0.040748945834900296,-0.030502711990608278
297,0.003173928278795035,-0.023219383675013527
298,-0.017411265417057953,-0.062327354405232516
299,-0.010374720708608343,-0.03227937522010571
300,-0.006921160019684125,-0.013078213678619277
301,-0.012598983998346025,-0.008157033850770046
302,-0.036116367857943255,-0.05110796185779509
303,-0.025911213090489493,-0.0588413061751043
304,-0.010669139564771335,-0.012034445527830062
305,-0.03319544744518366,-0.013028110740146426
306,0.0002837312970740413,-0.03088269253252207
307,-0.013266381736968369,-0.009762541479678921
308,-0.0012122363587773188,-0.003515519625093
309,-0.015468075916058588,-0.006904730834344619
310,-0.011415532042740817,0.011014729981410731
311,-0.026944086835811287,-0.048415649746115896
312,-0.02669981707996638,-0.0225325117194467
313,-0.07162170331367934,-0.07392374974050608
314,-0.029775289844642505,-0.01655056919522757
315,-0.04519608303376599,-0.03047867216820066
316,-0.02340355799834415,-0.011737282805196592
317,-0.02892725200513402,-0.012180469097672453
318,0.01869728578395985,0.018684036708096097
319,-0.005497300554873963,0.0007504678829715061
320,0.03575605955713346,-0.015270496619688934
321,-0.004285314846321331,0.0015324464030693763
322,-0.014508615162762695,-0.020111424371375364
323,0.0038286380384309204,-0.031033794191296704
324,0.004873407103089478,0.00019822308441974634
325,-0.029892310704162872,-0.03177901064882627
326,0.00959231406031602,-0.016244000572369965
327,-0.03435838285370596,-0.020522994507965353
328,-0.004683719035460054,-0.011379306008656775
329,-0.023700718562419065,-0.00971964991261709
330,-0.04855068251404526,-0.020034402128720097
331,-0.028250688564642412,-0.011086842510566353
332,9.06173700500057e-05,-0.006843745300037174
333,-0.00938030047315408,-0.014405979362166144
334,-0.018892623918692508,-0.021300812792784063
335,-0.009254072512944078,-0.005716340968130118
336,-0.03716644450108575,-0.041586238531614694
337,-0.013008338150451437,-0.02376004472362525
338,-0.008133887258438888,-0.004647029224635113
339,-0.025984547730888763,-0.010812058717719952
340,-0.023144556484608003,-0.034194130862940764
341,-0.018874229679733068,-0.025259003042711226
342,-0.07207288988610872,-0.049629746542267816
343,-0.058459923019714144,-0.008299385883300925
344,-0.019456186647114015,-0.02156375224961593
345,-0.08200906529876484,-0.09201947399533073
346,-0.028455659233480146,-0.018870089328713258
347,-0.034081554090381716,0.029626617651226705
348,-0.033741397052892586,-0.02667516023684824
349,-0.0032066261073614433,-0.008840621523619419
350,-0.01660068384143043,-0.020952822984065755
351,-0.0016002769714061893,-0.010001863186302362
352,-0.03963223934060234,-0.017381373153670165
353,-0.006735535385610891,-0.015011221870397828
354,-0.057522251014327064,-0.05734068675941906
355,-0.006717655514813403,-0.005211288442308115
356,-0.014249846525882681,-0.008083726224278776
357,-0.0021187341672015414,-0.0467504340416397
358,-0.01420874572066333,-0.016472475858239854
359,-0.11352998715819551,-0.06043220971160901
360,0.03050179118599322,-0.004739836692125188
361,0.010741058827689831,0.06203923820648438
362,-0.015509245484001677,-0.030382256879254776
363,-0.01778379312073819,-0.004269349982930937
364,-0.03372474203263065,-0.013632099823113975
365,-0.006724801486418186,0.029602197380446504
366,-0.05324855059592426,-0.04459821699659716
367,-0.011208071205563108,-0.0037055870284919967
368,0.009712372318801954,-0.0183202798495975
369,-0.0062968427964339435,-0.0032045838777418068
370,-0.004393642713253487,-0.008983021282816694
371,-0.015310243064360463,-0.0272692894554456
372,-0.08784025533544704,-0.037792747401058535
373,-0.0005587048198408828,-0.010695835924832475
374,-0.02918803045791718,-0.01935923424056718
375,-0.010411328422132216,-0.014542259104586064
376,-0.01625863674830519,-0.019450556761653193
377,-0.008571560556516422,-0.02042787282746683
378,-0.0061531025311435394,-0.008833561331825557
379,0.0033828188827499384,0.013069266378292588
380,-0.018499830021196484,-0.023126860181930997
381,-0.007173879213337675,-0.01997785877005287
382,-0.018946556148988658,-0.008687821966886888
383,0.021377301534618864,-0.00669087215105868
384,-0.004858958274727265,-0.012350904393781503
385,-0.008100331811147443,-0.031324883728691466
386,-0.039958144565493514,-0.020591362745609465
387,-0.00952836249407718,-0.002921022584413402
388,0.015912893100999637,0.009803611635754383
389,-0.03840781165891893,-0.044643236305213385
390,-0.009972398829570683,0.0010235202905125584
391,-0.06680710047776961,-0.019103741205534486
392,0.002072484393517149,0.002303297596392584
393,0.001605822175249183,0.018958439859297627
394,-0.00013064009683227962,-0.01013731835525944
395,-0.020059035122300894,-0.012070256157070358
396,0.00572316315966781,0.024311924220606185
397,-0.04248129039342352,-0.07995494634070432
398,-0.02690596139415391,-0.024922132779174988
399,-0.03369875492958507,-0.037074316738915036
400,0.0014191415131505902,0.001329312937480065
401,-0.011336330843366604,-0.0029489087370900835
402,-0.021958867748932964,-0.02536219340699042
403,-0.04081103607755965,-0.007484102881426202
404,-0.01741199310173236,-0.018810229263311218
405,-0.010528628379323002,-0.004238639656141352
406,-0.011952828184028541,-0.001729210368784373
407,-0.011339328845492824,-0.029197369464986078
408,-0.02494495638116556,-0.014280343306361742
409,0.00010536650423309535,-0.006251772272710232
410,-0.04028320843503164,-0.02610097776556264
411,-0.015605650273451399,-0.039232428302978795
412,-0.010884999144815,-0.04199823485507981
413,-0.0008106411103547817,-0.0014430516546983796
414,0.0010909118794222294,-0.021644233612089114
415,0.0021939076601003027,0.022630070288534088
416,0.00037913097637698456,-0.013118244958845837
417,-0.01168364570029179,-0.0025470034996654123
418,0.0031555504434989112,0.028388317948176478
419,0.004428111165223458,-0.020804400754379948
420,-0.010117956190324628,0.0023345032604479288
421,-0.047472535559035856,-0.04746522738559045
422,-0.021706231325344327,-0.03567348254537017
423,-0.017475749631667092,-0.005793301911130588
424,-0.024215103012401373,-0.02089708343894081
425,-0.0444498781427648,0.015996127323202214
426,-0.026291898106174494,-0.011031865116818751
427,-0.022792145001063635,-0.033708887072065874
428,0.0009348927457294431,0.011175491745436805
429,0.004618467385435476,-0.04394425584048067
430,-0.013227705611852603,-0.009391926161472886
431,-0.008827140426733937,0.020869839805560786
432,-0.03776545664754072,-0.0339106977203989
433,0.024572176937396495,-0.004210851033729868
434,-0.024873602500193992,-0.02256550818506553
435,-0.02249185980636237,-0.047475057880355775
436,0.004048166437076395,0.008340515762784273
437,-0.042606747955500235,-0.014284746075880372
438,-0.01819056271230901,-0.016477310887454633
439,-0.018448751690788856,-0.03852870337391667
440,-0.021134892256015725,-0.055010729393382474
441,-0.008574163873573903,-0.005402541697104635
442,0.008466089200895421,0.00010578262355154244
443,0.016596681867362295,-0.0009596122265291829
444,-0.02545171650416833,-0.02423289982588117
445,-0.07077849415822346,-0.05617479683446491
446,-0.0500132715660796,-0.02790538472101367
447,-0.0078117716820351735,-0.012134842356234743
448,0.022838395628800356,0.007093444852297237
449,-0.027346763925071182,-0.011574624539922529
450,0.012476798492425,0.006747520716005373
451,-0.022097465182191134,-0.015916407568025592
452,-0.022265504374854195,-0.015461436330882927
453,-0.019517491356673244,-0.030837285880697674
454,-0.015685391963997874,-0.04546208595695911
455,-0.005858719572343629,0.022436436491785783
456,0.04152119947062627,0.009422923147139883
457,-0.026812137045699624,-0.02413989786169557
458,-0.003462934836009013,0.014303313178470944
459,-0.022148184986827135,-0.026447040157594248
460,-0.03829572610389442,-0.04010475446492756
461,-0.02823169589470864,-0.01645390759592913
462,0.004356342931674528,-0.004815896738981529
463,-0.018075224688483105,-0.01378663150334225
464,-0.01516715142951186,-0.011812834728332278
465,-0.028553249884855303,-0.034822792582544504
466,-0.03155816177139181,-0.026870644250650555
467,-0.032464023685513155,0.020437281725937395
468,-0.02307043320734492,0.007196033248886069
469,-0.012897919559529125,-0.01588192663411636
470,-0.04262494067198275,-0.021834603624462323
471,-0.02801130891995196,-0.022864768646095435
472,-0.04789083701800345,-0.05751361712916514
473,0.01836577623015684,0.01811499717993187
474,-0.003397556680701075,-0.020947565566274973
475,0.00549728440840791,0.002462060490152629
476,-0.017990912305170248,-0.06329729410182572
477,-0.03933524465692195,-0.015952853058736727
478,-0.015030193146513882,-0.02575902602520841
479,-0.009429213447599838,-0.019872747635485966
480,-0.017250346470648492,-0.025901336556752974
481,0.00515456635358158,-0.027682057526580373
482,-0.009043498710592401,-0.010004514233350026
483,0.035890203548634425,0.04080946482593811
484,-0.025681422471996007,-0.011762279831327382
485,-0.018469224014965424,-0.011887122309613307
486,-0.03096732845212613,-0.05553984344824292
487,-0.02493724082328952,-0.002406660695235985
488,-0.0065957242110038505,-0.002065410774998777
489,0.004362289370687056,0.0010787426694865987
490,0.0012963589444743295,-0.014470441676347034
491,-0.0068647027425439155,-0.023609041236599793
492,-0.012619271577764879,-0.020447120451236755
493,0.003718553571022132,0.002491019905540681
494,-0.010929925851843936,-0.015714033760647284
495,-0.04336324700918426,-0.03767103290325324
496,-0.004772904217924867,-0.01993283241922661
497,-0.001062959656475404,-0.03412097489626742
498,-0.004446211661760291,-0.02001038161677915
499,-0.018868788887575594,-0.017396368174597665
500,-0.0719066984963066,-0.12747839719572962
501,-0.04003043264518791,-0.030590236148962058
502,-0.003288531564613284,-0.005240748860951716
503,-0.04459403819083729,-0.006789676476423145
504,0.0026642535278826873,-0.009185210265539645
505,-0.034798951818653445,-0.028256784284946934
506,-0.018270035152916475,-0.001961271133279485
507,-0.01733951025766789,-0.020092200548123218
508,-0.06376364442279403,-0.03671531842931486
509,-0.010710687943448094,0.017827457025005766
510,0.0017762648719754637,0.0062323664919798905
511,-0.052674839444103116,-0.04561901377362687
512,0.034452097817437244,-0.0077643283794301965
513,0.0023030612993999444,-0.02520240307699173
514,-0.010272749484228183,-0.010735635829271728
515,0.0059200568842455725,0.007205557112020533
516,-0.04419288382624709,-0.01413020217642258
517,0.01423570190397,-0.02507382857837448
518,0.00042997443094161536,-0.021725391046471643
519,-0.029410121127530164,-0.016203476361840385
520,0.014208504441764691,0.020934150558948705
521,-0.009934270816963964,-0.008059575407511121
522,-0.019898217110186245,-0.040540207904316006
523,0.03474274111843523,0.014277905153998238
524,-0.013182786780661204,-0.017432257171737908
525,-0.011086580941007451,-0.0070912949517902835
526,-0.09543417519502939,-0.05360448957885089
527,-0.09760886165942351,-0.09150650043887987
528,-0.0011125859747135314,0.005325286723418032
529,-0.03607332112980888,-0.045141998028916275
530,-0.02738774982824088,-0.02023565895619961
531,-0.01817078955397733,-0.017782452277153027
532,-0.022302343993813256,0.004515333561922241
533,-0.01651707478814679,-0.00870043630831896
534,-0.0023698326497909594,-0.013464611848204244
535,-0.01843334546854747,-0.005934041175832405
536,0.003464274063053163,0.03277767704372647
537,0.018442781331981906,-0.0013532835368091911
538,-0.0369290051149509,-0.057904645523151776
539,0.10585772424431544,0.12207421811019636
540,-0.016838302681973394,-0.0320465894302574
541,-0.018495407205049386,-0.005953363030313796
542,-0.06791688860472678,-0.022504396569973828
543,0.0008665383767972878,-0.019133809292127935
544,-0.037839574306806956,-0.04297559044587229
545,-0.03349748523238938,-0.04384298775528417
546,-0.004491878085445933,-0.001619853795566617
547,-0.002373718961509508,-0.0009292917374682519
548,-0.003038424078497415,0.004559769024045424
549,-0.00019792548911157226,-0.006036191552547532
550,0.0059448746227643845,0.017107714803626717
551,0.009224608850169735,0.052511269518208115
552,-0.020599544317576712,-0.00396884031198963
553,-0.017363734987355217,-0.018799117260025366
554,0.02869733748971287,0.01197331705103516
555,-0.026854111212556542,-0.05917862902954785
556,-0.019442392890861027,-0.016550018497878405
557,-0.04130220988114974,-0.02996121030471055
558,-0.021873238443618548,-0.028265208283525745
559,-0.001320314091585506,-0.0030831017274666195
560,-0.04444263073770405,-0.04318848012172549
561,-0.03414944950584431,-0.010732347093669325
562,-0.01817561171768356,-0.02471992606234963
563,0.005252405100139024,-0.0024292527823858157
564,-0.0537421693370147,-0.0383009962857378
565,0.0023109265895380204,-0.008336653985943299
566,-0.046297855388078846,-0.03203138009092399
567,-0.017983546317612675,-0.06631592358302651
568,-0.03409109966795276,-0.013422445412033523
569,-0.009703930284778228,-0.03377285953546438
570,-0.011226784348850827,-0.007707883587465547
571,0.006135123267391407,-0.005437293465014648
572,-0.029881769182814155,-0.024571905317634757
573,-0.06331781523038138,-0.017938135118135135
574,-0.036936572467559436,-0.048843834994533486
575,-0.019218216335419425,-0.03098818486814725
576,-0.018913998812852606,0.003363281949224306
577,-0.0418041179186881,-0.04665372276382296
578,-0.005068215629104866,0.021211200181413925
579,-0.036784971168238756,-0.018855861151835795
580,0.01598862528681222,-0.002536309165736217
581,-0.01103384397948104,-0.005575625998197498
582,-0.02911350491029574,-0.016253007247891915
583,-0.01833380464866541,-0.012959757759442692
584,-0.014186740451070046,-0.034015087337764705
585,-0.02508357608996381,-0.02574267414173781
586,-0.003707823082802375,-0.007474251698541767
587,-0.007947583906374733,-0.019087158278342287
588,-0.04130075261864574,-0.04374462998814066
589,-0.01618241619799743,-0.017561991096442187
590,0.03194954001334105,0.011366197659130661
591,-0.030731620672111104,-0.008804625737731886
592,-0.009939251371031577,-0.007937051325490274
593,-0.008357050249155673,-0.03037131554958583
594,-0.011104356894837686,0.0017800028608222496
595,-0.06995946281633858,-0.0367217603440656
596,-0.01143389810622708,-0.010797457678424216
597,-0.006439496414846646,-0.014246330675837027
598,-0.007959688661251407,0.010809290381351644
599,-0.00038586705216003825,-0.00713189475774012
600,0.006785274151897891,-0.009923616189760454
601,-0.023559331822448626,-0.007383444216650603
602,-0.054863452994954764,-0.03370989585554407
603,-0.03715631007229492,-0.03365118600863193
604,-0.00802314440561791,0.0029180433636822878
605,-0.02755042678617836,-0.037611938284223156
606,-0.004597197912709294,-0.01120699967251515
607,-0.04526229420611627,-0.0902895083626285
608,0.015130519420402166,-0.00879411206083447
609,-0.01545468563597363,-0.008564573665822306
610,-0.02116045119749499,-0.022821930164009574
611,-0.025646462319924512,-0.03396927731822785
612,-0.011269436994661874,-0.020077137918486865
613,-0.004291710651041836,-0.0037578113902025922
614,0.006952078959866936,0.0008692781801066252
615,-0.025535853210679416,-0.019555375313474066
616,-0.00859549116862024,-0.013805275441170939
617,-0.024079315726422634,-0.023760676770109956
618,-0.016768881623304033,-0.011691274060149803
619,-0.015115701444964547,-0.020957074129515862
620,-0.024231054630406645,0.019326629800706152
621,-0.006777760745095507,-0.009249867981296123
622,-0.0036506978974695237,0.011154715541658644
623,-0.10117768292178453,-0.05474359985878918
624,-0.00945164875783,-0.009511845272663022
625,-0.003105450645002339,0.00019994928119237976
626,-0.006265664864167131,-0.025443732458300894
627,-0.002305304214640591,0.004396939158648694
628,0.02995813183676521,0.0230105188692577
629,0.009607705332375094,0.008098300936263736
630,-0.020711769150766224,-0.00945629596388331
631,-0.012519199331790576,-0.032012492361386924
632,-0.02256632119778923,-0.01116119940040916
633,-0.02753175837739741,-0.03818965604847491
634,0.009444604008168489,-0.008307096446317996
635,0.003933882786093301,-0.002627264030206078
636,-0.00890177024014871,0.00042605935281381235
637,-0.009206237208061241,-0.03230238151886322
638,-0.02187936483560249,-0.022800404543152353
